Cost Center,Budget Orgn,Budget Unit,Account,Account Title,2020-2021 Actual,2021-2022 Actual,2022-2023 Budget,2022-2023 FTE,2023-2024 Proposed,2023-2024 FTE,2023-2024 Approved,2023-2024 Adopted,Fund,Fund Title
571,1001121571120000 - JH INSTR/SCI,100-1121-571-120,220.0,SOC SEC ADMIN,8380.41,4896.21,5341.38,0.0,9489.93,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571120000 - JH INSTR/SCI,100-1121-571-120,231.0,WRKRS COMP,397.58,229.81,374.24,0.0,1389.04,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571120000 - JH INSTR/SCI,100-1121-571-120,233.0,PFMLI,0.0,0.0,272.17,0.0,5051.04,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571120000 - JH INSTR/SCI,100-1121-571-120,241.0,MED-DEN-VIS,29931.13,17170.08,17804.64,0.0,37203.02,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571120000 - JH INSTR/SCI,100-1121-571-120,242.0,OTHER CONTRACTED BENES,1900.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571120000 - JH INSTR/SCI,100-1121-571-120,410.0,CONSUMB SUP MAT,108.41,1819.43,2000.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571131000 - JH INSTR/ART,100-1121-571-131,410.0,CONSUMB SUP MAT,0.0,2716.41,1200.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571133000 - JH INSTR/MUSIC,100-1121-571-133,111.0,LIC SALARIES,24201.24,25005.62,32439.0,0.5,27913.6,0.4,0.0,0.0,100,GENERAL FUND
571,1001121571133000 - JH INSTR/MUSIC,100-1121-571-133,211.0,PERS EMPLOYER CONTRIBUTN,1279.46,1100.22,4116.48,0.0,1228.2,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571133000 - JH INSTR/MUSIC,100-1121-571-133,212.0,PERS PICK-UP,0.0,1500.36,2419.16,0.0,1674.82,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571133000 - JH INSTR/MUSIC,100-1121-571-133,213.0,PERS UAL SERIES 2002,1917.97,1460.35,2217.3,0.0,1630.15,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571133000 - JH INSTR/MUSIC,100-1121-571-133,214.0,PERS UAL SERIES 2003,1470.23,2040.49,1815.69,0.0,2277.75,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571133000 - JH INSTR/MUSIC,100-1121-571-133,220.0,SOC SEC ADMIN,1959.99,1873.17,2546.46,0.0,2097.77,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571133000 - JH INSTR/MUSIC,100-1121-571-133,231.0,WRKRS COMP,84.86,86.31,178.41,0.0,307.05,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571133000 - JH INSTR/MUSIC,100-1121-571-133,233.0,PFMLI,0.0,0.0,129.76,0.0,1116.54,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571133000 - JH INSTR/MUSIC,100-1121-571-133,241.0,MED-DEN-VIS,4218.13,5356.08,8902.32,0.0,7972.07,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571133000 - JH INSTR/MUSIC,100-1121-571-133,242.0,OTHER CONTRACTED BENES,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571133000 - JH INSTR/MUSIC,100-1121-571-133,322.0,REPAIR & MAINT SERVICE,917.2,0.0,600.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571133000 - JH INSTR/MUSIC,100-1121-571-133,410.0,CONSUMB SUP MAT,118.67,416.26,700.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571133000 - JH INSTR/MUSIC,100-1121-571-133,640.0,DUES AND FEES,0.0,75.0,300.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571180000 - JH INSTR/MATH,100-1121-571-180,111.0,LIC SALARIES,156138.88,140147.02,143998.0,2.0,152860.0,2.0,0.0,0.0,100,GENERAL FUND
571,1001121571180000 - JH INSTR/MATH,100-1121-571-180,211.0,PERS EMPLOYER CONTRIBUTN,12744.11,8570.72,18273.22,0.0,9361.19,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571180000 - JH INSTR/MATH,100-1121-571-180,212.0,PERS PICK-UP,0.0,8408.95,10738.74,0.0,9171.6,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571180000 - JH INSTR/MATH,100-1121-571-180,213.0,PERS UAL SERIES 2002,12557.9,8184.69,9842.67,0.0,8927.02,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571180000 - JH INSTR/MATH,100-1121-571-180,214.0,PERS UAL SERIES 2003,9301.6,11435.92,8059.92,0.0,12473.38,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571180000 - JH INSTR/MATH,100-1121-571-180,220.0,SOC SEC ADMIN,11746.91,10669.23,11303.84,0.0,11487.79,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571180000 - JH INSTR/MATH,100-1121-571-180,231.0,WRKRS COMP,543.07,481.93,791.99,0.0,1681.46,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571180000 - JH INSTR/MATH,100-1121-571-180,233.0,PFMLI,0.0,0.0,575.99,0.0,6114.4,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571180000 - JH INSTR/MATH,100-1121-571-180,241.0,MED-DEN-VIS,2168.57,40.33,35609.28,0.0,37203.02,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571180000 - JH INSTR/MATH,100-1121-571-180,242.0,OTHER CONTRACTED BENES,6099.96,17344.84,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571180000 - JH INSTR/MATH,100-1121-571-180,410.0,CONSUMB SUP MAT,0.0,69.21,400.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571180000 - JH INSTR/MATH,100-1121-571-180,470.0,COMPUTER SOFTWARE,0.0,2123.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571190000 - JH INSTR/HEALTH,100-1121-571-190,111.0,LIC SALARIES,0.0,0.0,64878.0,1.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571190000 - JH INSTR/HEALTH,100-1121-571-190,211.0,PERS EMPLOYER CONTRIBUTN,0.0,0.0,8232.96,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571190000 - JH INSTR/HEALTH,100-1121-571-190,212.0,PERS PICK-UP,0.0,0.0,4838.32,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571190000 - JH INSTR/HEALTH,100-1121-571-190,213.0,PERS UAL SERIES 2002,0.0,0.0,4434.6,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571190000 - JH INSTR/HEALTH,100-1121-571-190,214.0,PERS UAL SERIES 2003,0.0,0.0,3631.38,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571190000 - JH INSTR/HEALTH,100-1121-571-190,220.0,SOC SEC ADMIN,0.0,0.0,5092.92,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571190000 - JH INSTR/HEALTH,100-1121-571-190,231.0,WRKRS COMP,0.0,0.0,356.83,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571190000 - JH INSTR/HEALTH,100-1121-571-190,233.0,PFMLI,0.0,0.0,259.51,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571190000 - JH INSTR/HEALTH,100-1121-571-190,241.0,MED-DEN-VIS,0.0,0.0,17804.64,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571190000 - JH INSTR/HEALTH,100-1121-571-190,410.0,CONSUMB SUP MAT,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571200000 - JH INSTR/PE,100-1121-571-200,111.0,LIC SALARIES,52927.58,57090.44,72790.0,1.0,38215.0,0.5,0.0,0.0,100,GENERAL FUND
571,1001121571200000 - JH INSTR/PE,100-1121-571-200,211.0,PERS EMPLOYER CONTRIBUTN,5598.02,4287.42,9236.99,0.0,2869.95,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571200000 - JH INSTR/PE,100-1121-571-200,212.0,PERS PICK-UP,0.0,3425.51,5428.36,0.0,2292.9,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571200000 - JH INSTR/PE,100-1121-571-200,213.0,PERS UAL SERIES 2002,4274.65,3334.08,4975.4,0.0,2231.76,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571200000 - JH INSTR/PE,100-1121-571-200,214.0,PERS UAL SERIES 2003,3135.2,4658.63,4074.23,0.0,3118.34,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571200000 - JH INSTR/PE,100-1121-571-200,220.0,SOC SEC ADMIN,4026.32,4322.95,5714.02,0.0,2871.95,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571200000 - JH INSTR/PE,100-1121-571-200,231.0,WRKRS COMP,183.55,196.56,400.35,0.0,420.37,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571200000 - JH INSTR/PE,100-1121-571-200,233.0,PFMLI,0.0,0.0,291.16,0.0,1528.6,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571200000 - JH INSTR/PE,100-1121-571-200,241.0,MED-DEN-VIS,6312.85,6897.96,17804.64,0.0,9743.65,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571200000 - JH INSTR/PE,100-1121-571-200,242.0,OTHER CONTRACTED BENES,0.0,4044.21,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571200000 - JH INSTR/PE,100-1121-571-200,410.0,CONSUMB SUP MAT,387.0,961.63,800.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571210000 - JH INSTR/SEC LANG,100-1121-571-210,111.0,LIC SALARIES,26373.0,27148.94,27692.0,0.5,24092.0,0.5,0.0,0.0,100,GENERAL FUND
571,1001121571210000 - JH INSTR/SEC LANG,100-1121-571-210,211.0,PERS EMPLOYER CONTRIBUTN,1394.19,1194.57,3514.09,0.0,1060.05,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571210000 - JH INSTR/SEC LANG,100-1121-571-210,212.0,PERS PICK-UP,0.0,1628.88,2065.15,0.0,1445.52,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571210000 - JH INSTR/SEC LANG,100-1121-571-210,213.0,PERS UAL SERIES 2002,2090.03,1585.45,1892.83,0.0,1406.97,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571210000 - JH INSTR/SEC LANG,100-1121-571-210,214.0,PERS UAL SERIES 2003,1602.14,2215.32,1549.99,0.0,1965.91,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571210000 - JH INSTR/SEC LANG,100-1121-571-210,220.0,SOC SEC ADMIN,2017.45,2076.87,2173.82,0.0,1810.57,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571210000 - JH INSTR/SEC LANG,100-1121-571-210,231.0,WRKRS COMP,93.48,94.37,152.31,0.0,265.01,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571210000 - JH INSTR/SEC LANG,100-1121-571-210,233.0,PFMLI,0.0,0.0,110.77,0.0,963.68,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571210000 - JH INSTR/SEC LANG,100-1121-571-210,241.0,MED-DEN-VIS,9.96,9.96,8902.32,0.0,9743.65,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571210000 - JH INSTR/SEC LANG,100-1121-571-210,242.0,OTHER CONTRACTED BENES,0.0,4301.16,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571210000 - JH INSTR/SEC LANG,100-1121-571-210,410.0,CONSUMB SUP MAT,0.0,175.22,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571270000 - JH INSTR/CAREERS,100-1121-571-270,470.0,COMPUTER SOFTWARE,0.0,655.56,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571271000 - JH INST/CULINARY,100-1121-571-271,410.0,CONSUMB SUP MAT,0.0,555.95,500.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571280000 - JH/ELL,100-1121-571-280,410.0,CONSUMB SUP MAT,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571290000 - JH INSTR/OTH PRO,100-1121-571-290,111.0,LIC SALARIES,117527.71,81076.82,101273.0,1.5,63436.9,0.83,0.0,0.0,100,GENERAL FUND
571,1001121571290000 - JH INSTR/OTH PRO,100-1121-571-290,211.0,PERS EMPLOYER CONTRIBUTN,9442.59,5413.45,12851.45,0.0,2791.22,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571290000 - JH INSTR/OTH PRO,100-1121-571-290,212.0,PERS PICK-UP,0.0,4864.65,7552.5,0.0,3806.21,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571290000 - JH INSTR/OTH PRO,100-1121-571-290,213.0,PERS UAL SERIES 2002,9312.96,4734.9,6922.3,0.0,3704.71,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571290000 - JH INSTR/OTH PRO,100-1121-571-290,214.0,PERS UAL SERIES 2003,7140.99,6615.83,5668.5,0.0,5176.45,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571290000 - JH INSTR/OTH PRO,100-1121-571-290,220.0,SOC SEC ADMIN,8820.03,6047.48,7949.93,0.0,4767.43,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571290000 - JH INSTR/OTH PRO,100-1121-571-290,231.0,WRKRS COMP,409.81,280.81,557.0,0.0,697.81,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571290000 - JH INSTR/OTH PRO,100-1121-571-290,233.0,PFMLI,0.0,0.0,405.09,0.0,2537.48,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571290000 - JH INSTR/OTH PRO,100-1121-571-290,241.0,MED-DEN-VIS,25513.44,14304.6,26706.96,0.0,15589.83,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571290000 - JH INSTR/OTH PRO,100-1121-571-290,242.0,OTHER CONTRACTED BENES,2899.92,4270.88,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571290000 - JH INSTR/OTH PRO,100-1121-571-290,410.0,CONSUMB SUP MAT,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571520000 - JH - BUSINESS & MGMT,100-1121-571-520,111.0,LIC SALARIES,0.0,9049.67,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571520000 - JH - BUSINESS & MGMT,100-1121-571-520,211.0,PERS EMPLOYER CONTRIBUTN,0.0,398.16,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571520000 - JH - BUSINESS & MGMT,100-1121-571-520,212.0,PERS PICK-UP,0.0,543.01,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571520000 - JH - BUSINESS & MGMT,100-1121-571-520,213.0,PERS UAL SERIES 2002,0.0,528.53,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571520000 - JH - BUSINESS & MGMT,100-1121-571-520,214.0,PERS UAL SERIES 2003,0.0,738.49,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571520000 - JH - BUSINESS & MGMT,100-1121-571-520,220.0,SOC SEC ADMIN,0.0,692.27,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571520000 - JH - BUSINESS & MGMT,100-1121-571-520,231.0,WRKRS COMP,0.0,31.32,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571520000 - JH - BUSINESS & MGMT,100-1121-571-520,410.0,CONSUMB SUP MAT,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571560000 - JH INSTR/NAT RES,100-1121-571-560,111.0,LIC SALARIES,12131.76,12192.95,36395.0,0.5,12993.1,0.17,0.0,0.0,100,GENERAL FUND
571,1001121571560000 - JH INSTR/NAT RES,100-1121-571-560,112.0,CLASS SALARIES,3334.99,5066.01,12592.69,0.5,4675.83,0.16,0.0,0.0,100,GENERAL FUND
571,1001121571560000 - JH INSTR/NAT RES,100-1121-571-560,211.0,PERS EMPLOYER CONTRIBUTN,1475.12,1138.52,6216.49,0.0,1181.52,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571560000 - JH INSTR/NAT RES,100-1121-571-560,212.0,PERS PICK-UP,0.0,303.97,3653.29,0.0,1060.14,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571560000 - JH INSTR/NAT RES,100-1121-571-560,213.0,PERS UAL SERIES 2002,1229.34,1007.92,3348.45,0.0,1031.87,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571560000 - JH INSTR/NAT RES,100-1121-571-560,214.0,PERS UAL SERIES 2003,936.02,1408.35,2741.96,0.0,1441.79,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571560000 - JH INSTR/NAT RES,100-1121-571-560,220.0,SOC SEC ADMIN,1115.19,1244.35,3845.53,0.0,1327.86,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571560000 - JH INSTR/NAT RES,100-1121-571-560,231.0,WRKRS COMP,55.14,59.25,269.43,0.0,194.35,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571560000 - JH INSTR/NAT RES,100-1121-571-560,233.0,PFMLI,0.0,0.0,195.96,0.0,706.76,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571560000 - JH INSTR/NAT RES,100-1121-571-560,241.0,MED-DEN-VIS,2893.92,5856.36,17804.64,0.0,7794.92,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571560000 - JH INSTR/NAT RES,100-1121-571-560,242.0,OTHER CONTRACTED BENES,764.99,340.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571560000 - JH INSTR/NAT RES,100-1121-571-560,410.0,CONSUMB SUP MAT,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571560002 - GREENHOUSE,100-1121-571-560,141.0,PROJECT PAY,3520.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571560002 - GREENHOUSE,100-1121-571-560,211.0,PERS EMPLOYER CONTRIBUTN,85.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571560002 - GREENHOUSE,100-1121-571-560,213.0,PERS UAL SERIES 2002,373.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571560002 - GREENHOUSE,100-1121-571-560,214.0,PERS UAL SERIES 2003,118.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571560002 - GREENHOUSE,100-1121-571-560,220.0,SOC SEC ADMIN,269.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001121571560002 - GREENHOUSE,100-1121-571-560,231.0,WRKRS COMP,10.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571231000 - JH EXTRACUR/FB,100-1122-571-231,134.0,COACHING PAY,3878.0,0.0,3956.0,0.0,4153.8,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571231000 - JH EXTRACUR/FB,100-1122-571-231,211.0,PERS EMPLOYER CONTRIBUTN,94.62,0.0,502.01,0.0,182.76,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571231000 - JH EXTRACUR/FB,100-1122-571-231,212.0,PERS PICK-UP,0.0,0.0,295.02,0.0,249.23,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571231000 - JH EXTRACUR/FB,100-1122-571-231,213.0,PERS UAL SERIES 2002,411.83,0.0,270.4,0.0,242.58,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571231000 - JH EXTRACUR/FB,100-1122-571-231,214.0,PERS UAL SERIES 2003,131.07,0.0,221.43,0.0,338.96,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571231000 - JH EXTRACUR/FB,100-1122-571-231,220.0,SOC SEC ADMIN,293.42,0.0,310.55,0.0,312.16,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571231000 - JH EXTRACUR/FB,100-1122-571-231,231.0,WRKRS COMP,0.0,0.0,0.0,0.0,45.7,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571231000 - JH EXTRACUR/FB,100-1122-571-231,233.0,PFMLI,0.0,0.0,0.0,0.0,166.15,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571231000 - JH EXTRACUR/FB,100-1122-571-231,322.0,REPAIR & MAINT SERVICE,874.81,0.0,200.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571231000 - JH EXTRACUR/FB,100-1122-571-231,389.0,OTHER NON-INSTR PROF/TECH,346.5,1144.0,1800.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571231000 - JH EXTRACUR/FB,100-1122-571-231,410.0,CONSUMB SUP MAT,213.9,3606.76,2500.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571232000 - JH EXTRACUR/VB,100-1122-571-232,133.0,GAME DUTY,0.0,87.27,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571232000 - JH EXTRACUR/VB,100-1122-571-232,134.0,COACHING PAY,3878.0,4023.45,3956.0,0.0,4153.8,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571232000 - JH EXTRACUR/VB,100-1122-571-232,211.0,PERS EMPLOYER CONTRIBUTN,47.31,248.41,502.01,0.0,182.76,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571232000 - JH EXTRACUR/VB,100-1122-571-232,212.0,PERS PICK-UP,0.0,246.65,295.02,0.0,249.23,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571232000 - JH EXTRACUR/VB,100-1122-571-232,213.0,PERS UAL SERIES 2002,205.92,240.06,270.4,0.0,242.58,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571232000 - JH EXTRACUR/VB,100-1122-571-232,214.0,PERS UAL SERIES 2003,65.54,335.42,221.43,0.0,338.96,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571232000 - JH EXTRACUR/VB,100-1122-571-232,220.0,SOC SEC ADMIN,294.55,305.87,310.55,0.0,312.16,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571232000 - JH EXTRACUR/VB,100-1122-571-232,231.0,WRKRS COMP,0.0,15.16,0.0,0.0,45.7,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571232000 - JH EXTRACUR/VB,100-1122-571-232,233.0,PFMLI,0.0,0.0,0.0,0.0,166.15,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571232000 - JH EXTRACUR/VB,100-1122-571-232,322.0,REPAIR & MAINT SERVICE,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571232000 - JH EXTRACUR/VB,100-1122-571-232,389.0,OTHER NON-INSTR PROF/TECH,443.5,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571232000 - JH EXTRACUR/VB,100-1122-571-232,410.0,CONSUMB SUP MAT,288.4,130.18,500.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571234000 - JH EXTRACUR/BBX,100-1122-571-234,133.0,GAME DUTY,0.0,397.5,0.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571234000 - JH EXTRACUR/BBX,100-1122-571-234,134.0,COACHING PAY,4241.63,3877.89,3956.0,0.0,4153.8,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571234000 - JH EXTRACUR/BBX,100-1122-571-234,211.0,PERS EMPLOYER CONTRIBUTN,63.55,115.15,502.01,0.0,182.76,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571234000 - JH EXTRACUR/BBX,100-1122-571-234,212.0,PERS PICK-UP,0.0,23.85,295.02,0.0,249.23,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571234000 - JH EXTRACUR/BBX,100-1122-571-234,213.0,PERS UAL SERIES 2002,252.45,136.44,270.4,0.0,242.58,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571234000 - JH EXTRACUR/BBX,100-1122-571-234,214.0,PERS UAL SERIES 2003,80.35,190.64,221.43,0.0,338.96,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571234000 - JH EXTRACUR/BBX,100-1122-571-234,220.0,SOC SEC ADMIN,329.79,325.56,310.55,0.0,312.16,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571234000 - JH EXTRACUR/BBX,100-1122-571-234,231.0,WRKRS COMP,0.0,15.52,0.0,0.0,45.7,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571234000 - JH EXTRACUR/BBX,100-1122-571-234,233.0,PFMLI,0.0,0.0,0.0,0.0,166.15,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571234000 - JH EXTRACUR/BBX,100-1122-571-234,322.0,REPAIR & MAINT SERVICE,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571234000 - JH EXTRACUR/BBX,100-1122-571-234,389.0,OTHER NON-INSTR PROF/TECH,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571234000 - JH EXTRACUR/BBX,100-1122-571-234,410.0,CONSUMB SUP MAT,265.14,0.0,500.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571235000 - JH EXTRACUR/GBX,100-1122-571-235,134.0,COACHING PAY,4052.54,3878.07,3956.0,0.0,4153.8,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571235000 - JH EXTRACUR/GBX,100-1122-571-235,211.0,PERS EMPLOYER CONTRIBUTN,157.24,145.62,502.01,0.0,182.76,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571235000 - JH EXTRACUR/GBX,100-1122-571-235,212.0,PERS PICK-UP,0.0,116.34,295.02,0.0,249.23,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571235000 - JH EXTRACUR/GBX,100-1122-571-235,213.0,PERS UAL SERIES 2002,224.46,113.24,270.4,0.0,242.58,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571235000 - JH EXTRACUR/GBX,100-1122-571-235,214.0,PERS UAL SERIES 2003,71.44,158.23,221.43,0.0,338.96,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571235000 - JH EXTRACUR/GBX,100-1122-571-235,220.0,SOC SEC ADMIN,309.98,288.72,310.55,0.0,312.16,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571235000 - JH EXTRACUR/GBX,100-1122-571-235,231.0,WRKRS COMP,0.0,14.18,0.0,0.0,45.7,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571235000 - JH EXTRACUR/GBX,100-1122-571-235,233.0,PFMLI,0.0,0.0,0.0,0.0,166.15,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571235000 - JH EXTRACUR/GBX,100-1122-571-235,322.0,REPAIR & MAINT SERVICE,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571235000 - JH EXTRACUR/GBX,100-1122-571-235,389.0,OTHER NON-INSTR PROF/TECH,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
571,1001122571235000 - JH EXTRACUR/GBX,100-1122-571-235,410.0,CONSUMB SUP MAT,265.14,0.0,500.0,0.0,0.0,0.0,0.0,0.0,100,GENERAL FUND
