Cost Center,Budget Orgn,Budget Unit,Account,Account Title,Fund,Fund Title,Budget Organization Number,Budget Organization Name,Budget Term,Budget Year,Cost Center Name,Amount
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,113.0,ADMINISTRATORS,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,106731.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,113.0,ADMINISTRATORS,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,113820.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,113.0,ADMINISTRATORS,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,116086.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,113.0,ADMINISTRATORS,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,121859.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,131.0,PREMIUM PAY,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,131.0,PREMIUM PAY,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,41.67
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,131.0,PREMIUM PAY,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,0.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,131.0,PREMIUM PAY,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,0.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,13884.13
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,13561.03
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,26484.24
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,14804.87
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,212.0,PERS PICK-UP,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,6403.92
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,212.0,PERS PICK-UP,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,12133.6
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,212.0,PERS PICK-UP,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,15564.17
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,212.0,PERS PICK-UP,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,13345.34
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,14422.05
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,11810.02
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,14265.45
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,12989.47
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,12224.8
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,16501.77
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,11681.62
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,18149.66
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,220.0,SOC SEC ADMIN,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,13803.87
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,220.0,SOC SEC ADMIN,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,14803.31
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,220.0,SOC SEC ADMIN,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,16383.2
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,220.0,SOC SEC ADMIN,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,16715.57
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,231.0,WRKRS COMP,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,681.66
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,231.0,WRKRS COMP,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,715.08
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,231.0,WRKRS COMP,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,1147.87
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,231.0,WRKRS COMP,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,2446.65
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,233.0,PFMLI,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,233.0,PFMLI,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,0.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,233.0,PFMLI,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,834.81
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,233.0,PFMLI,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,8920.9
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,241.0,MED-DEN-VIS,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,34358.04
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,241.0,MED-DEN-VIS,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,34811.79
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,241.0,MED-DEN-VIS,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,75013.92
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,241.0,MED-DEN-VIS,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,78484.53
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,242.0,OTHER CONTRACTED BENES,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,242.0,OTHER CONTRACTED BENES,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,20547.79
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,242.0,OTHER CONTRACTED BENES,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,0.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,242.0,OTHER CONTRACTED BENES,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,0.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,311.0,INSTR SRVS - SUBS,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,311.0,INSTR SRVS - SUBS,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,0.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,311.0,INSTR SRVS - SUBS,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,7000.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,311.0,INSTR SRVS - SUBS,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,7000.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,318.0,PROF DEV/NON-INSTRUCTTION,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,577.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,318.0,PROF DEV/NON-INSTRUCTTION,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,547.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,318.0,PROF DEV/NON-INSTRUCTTION,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,3000.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,318.0,PROF DEV/NON-INSTRUCTTION,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,1500.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,340.0,TRAVEL,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,694.32
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,340.0,TRAVEL,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,19.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,340.0,TRAVEL,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,2500.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,340.0,TRAVEL,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,1000.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,353.0,POSTAGE,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,3610.3
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,353.0,POSTAGE,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,2691.8
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,353.0,POSTAGE,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,2500.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,353.0,POSTAGE,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,3500.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,355.0,PRINTING BINDING,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,122.38
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,355.0,PRINTING BINDING,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,581.01
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,355.0,PRINTING BINDING,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,700.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,355.0,PRINTING BINDING,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,700.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,389.0,OTHER NON-INSTR PROF/TECH,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,180.86
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,389.0,OTHER NON-INSTR PROF/TECH,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,69.02
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,389.0,OTHER NON-INSTR PROF/TECH,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,200.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,389.0,OTHER NON-INSTR PROF/TECH,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,200.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,410.0,CONSUMB SUP MAT,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,4709.86
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,410.0,CONSUMB SUP MAT,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,3107.22
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,410.0,CONSUMB SUP MAT,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,5000.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,410.0,CONSUMB SUP MAT,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,4000.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,460.0,NONCONSUM ITEMS,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,99.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,460.0,NONCONSUM ITEMS,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,0.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,460.0,NONCONSUM ITEMS,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,1500.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,460.0,NONCONSUM ITEMS,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,1000.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,480.0,COMPUTER HARDWARE,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,480.0,COMPUTER HARDWARE,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,0.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,480.0,COMPUTER HARDWARE,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,500.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,480.0,COMPUTER HARDWARE,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,0.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,640.0,DUES AND FEES,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2020-2021 Actual,2020-01-01,Grade School,744.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,640.0,DUES AND FEES,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2021-2022 Actual,2021-01-01,Grade School,1680.25
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,640.0,DUES AND FEES,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2022-2023 Budget,2022-01-01,Grade School,2000.0
125.0,1002410125000000 - OFFICE PRINC,100-2410-125-000,640.0,DUES AND FEES,100,GENERAL FUND,1002410125000000,OFFICE PRINC,2023-2024 Proposed,2023-01-01,Grade School,2000.0
125.0,1002541125000000 - PLANT MGMT,100-2541-125-000,114.0,MGR/CONFIDENTIAL,100,GENERAL FUND,1002541125000000,PLANT MGMT,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,1002541125000000 - PLANT MGMT,100-2541-125-000,114.0,MGR/CONFIDENTIAL,100,GENERAL FUND,1002541125000000,PLANT MGMT,2021-2022 Actual,2021-01-01,Grade School,5619.93
125.0,1002541125000000 - PLANT MGMT,100-2541-125-000,114.0,MGR/CONFIDENTIAL,100,GENERAL FUND,1002541125000000,PLANT MGMT,2022-2023 Budget,2022-01-01,Grade School,0.0
125.0,1002541125000000 - PLANT MGMT,100-2541-125-000,114.0,MGR/CONFIDENTIAL,100,GENERAL FUND,1002541125000000,PLANT MGMT,2023-2024 Proposed,2023-01-01,Grade School,0.0
125.0,1002541125000000 - PLANT MGMT,100-2541-125-000,220.0,SOC SEC ADMIN,100,GENERAL FUND,1002541125000000,PLANT MGMT,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,1002541125000000 - PLANT MGMT,100-2541-125-000,220.0,SOC SEC ADMIN,100,GENERAL FUND,1002541125000000,PLANT MGMT,2021-2022 Actual,2021-01-01,Grade School,421.79
125.0,1002541125000000 - PLANT MGMT,100-2541-125-000,220.0,SOC SEC ADMIN,100,GENERAL FUND,1002541125000000,PLANT MGMT,2022-2023 Budget,2022-01-01,Grade School,0.0
125.0,1002541125000000 - PLANT MGMT,100-2541-125-000,220.0,SOC SEC ADMIN,100,GENERAL FUND,1002541125000000,PLANT MGMT,2023-2024 Proposed,2023-01-01,Grade School,0.0
125.0,1002541125000000 - PLANT MGMT,100-2541-125-000,231.0,WRKRS COMP,100,GENERAL FUND,1002541125000000,PLANT MGMT,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,1002541125000000 - PLANT MGMT,100-2541-125-000,231.0,WRKRS COMP,100,GENERAL FUND,1002541125000000,PLANT MGMT,2021-2022 Actual,2021-01-01,Grade School,150.18
125.0,1002541125000000 - PLANT MGMT,100-2541-125-000,231.0,WRKRS COMP,100,GENERAL FUND,1002541125000000,PLANT MGMT,2022-2023 Budget,2022-01-01,Grade School,0.0
125.0,1002541125000000 - PLANT MGMT,100-2541-125-000,231.0,WRKRS COMP,100,GENERAL FUND,1002541125000000,PLANT MGMT,2023-2024 Proposed,2023-01-01,Grade School,0.0
125.0,1002541125000000 - PLANT MGMT,100-2541-125-000,241.0,MED-DEN-VIS,100,GENERAL FUND,1002541125000000,PLANT MGMT,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,1002541125000000 - PLANT MGMT,100-2541-125-000,241.0,MED-DEN-VIS,100,GENERAL FUND,1002541125000000,PLANT MGMT,2021-2022 Actual,2021-01-01,Grade School,1363.77
125.0,1002541125000000 - PLANT MGMT,100-2541-125-000,241.0,MED-DEN-VIS,100,GENERAL FUND,1002541125000000,PLANT MGMT,2022-2023 Budget,2022-01-01,Grade School,0.0
125.0,1002541125000000 - PLANT MGMT,100-2541-125-000,241.0,MED-DEN-VIS,100,GENERAL FUND,1002541125000000,PLANT MGMT,2023-2024 Proposed,2023-01-01,Grade School,0.0
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,112.0,CLASS SALARIES,100,GENERAL FUND,1002542125000000,BUILDINGS,2020-2021 Actual,2020-01-01,Grade School,75774.6
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,112.0,CLASS SALARIES,100,GENERAL FUND,1002542125000000,BUILDINGS,2021-2022 Actual,2021-01-01,Grade School,75201.9
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,112.0,CLASS SALARIES,100,GENERAL FUND,1002542125000000,BUILDINGS,2022-2023 Budget,2022-01-01,Grade School,98010.8
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,112.0,CLASS SALARIES,100,GENERAL FUND,1002542125000000,BUILDINGS,2023-2024 Proposed,2023-01-01,Grade School,89816.19
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,131.0,PREMIUM PAY,100,GENERAL FUND,1002542125000000,BUILDINGS,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,131.0,PREMIUM PAY,100,GENERAL FUND,1002542125000000,BUILDINGS,2021-2022 Actual,2021-01-01,Grade School,62.4
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,131.0,PREMIUM PAY,100,GENERAL FUND,1002542125000000,BUILDINGS,2022-2023 Budget,2022-01-01,Grade School,0.0
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,131.0,PREMIUM PAY,100,GENERAL FUND,1002542125000000,BUILDINGS,2023-2024 Proposed,2023-01-01,Grade School,0.0
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,139.0,STIPEND,100,GENERAL FUND,1002542125000000,BUILDINGS,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,139.0,STIPEND,100,GENERAL FUND,1002542125000000,BUILDINGS,2021-2022 Actual,2021-01-01,Grade School,806.12
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,139.0,STIPEND,100,GENERAL FUND,1002542125000000,BUILDINGS,2022-2023 Budget,2022-01-01,Grade School,0.0
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,139.0,STIPEND,100,GENERAL FUND,1002542125000000,BUILDINGS,2023-2024 Proposed,2023-01-01,Grade School,0.0
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1002542125000000,BUILDINGS,2020-2021 Actual,2020-01-01,Grade School,2416.41
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1002542125000000,BUILDINGS,2021-2022 Actual,2021-01-01,Grade School,2144.79
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1002542125000000,BUILDINGS,2022-2023 Budget,2022-01-01,Grade School,12437.48
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,211.0,PERS EMPLOYER CONTRIBUTN,100,GENERAL FUND,1002542125000000,BUILDINGS,2023-2024 Proposed,2023-01-01,Grade School,3860.31
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,212.0,PERS PICK-UP,100,GENERAL FUND,1002542125000000,BUILDINGS,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,212.0,PERS PICK-UP,100,GENERAL FUND,1002542125000000,BUILDINGS,2021-2022 Actual,2021-01-01,Grade School,2924.69
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,212.0,PERS PICK-UP,100,GENERAL FUND,1002542125000000,BUILDINGS,2022-2023 Budget,2022-01-01,Grade School,7309.22
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,212.0,PERS PICK-UP,100,GENERAL FUND,1002542125000000,BUILDINGS,2023-2024 Proposed,2023-01-01,Grade School,5264.07
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1002542125000000,BUILDINGS,2020-2021 Actual,2020-01-01,Grade School,5154.52
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1002542125000000,BUILDINGS,2021-2022 Actual,2021-01-01,Grade School,2846.69
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1002542125000000,BUILDINGS,2022-2023 Budget,2022-01-01,Grade School,6699.32
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,213.0,PERS UAL SERIES 2002,100,GENERAL FUND,1002542125000000,BUILDINGS,2023-2024 Proposed,2023-01-01,Grade School,5123.69
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1002542125000000,BUILDINGS,2020-2021 Actual,2020-01-01,Grade School,5685.91
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1002542125000000,BUILDINGS,2021-2022 Actual,2021-01-01,Grade School,3977.59
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1002542125000000,BUILDINGS,2022-2023 Budget,2022-01-01,Grade School,5485.9
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,214.0,PERS UAL SERIES 2003,100,GENERAL FUND,1002542125000000,BUILDINGS,2023-2024 Proposed,2023-01-01,Grade School,7159.13
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,220.0,SOC SEC ADMIN,100,GENERAL FUND,1002542125000000,BUILDINGS,2020-2021 Actual,2020-01-01,Grade School,5790.94
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,220.0,SOC SEC ADMIN,100,GENERAL FUND,1002542125000000,BUILDINGS,2021-2022 Actual,2021-01-01,Grade School,5704.3
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,220.0,SOC SEC ADMIN,100,GENERAL FUND,1002542125000000,BUILDINGS,2022-2023 Budget,2022-01-01,Grade School,7693.85
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,220.0,SOC SEC ADMIN,100,GENERAL FUND,1002542125000000,BUILDINGS,2023-2024 Proposed,2023-01-01,Grade School,6593.44
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,231.0,WRKRS COMP,100,GENERAL FUND,1002542125000000,BUILDINGS,2020-2021 Actual,2020-01-01,Grade School,2191.2
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,231.0,WRKRS COMP,100,GENERAL FUND,1002542125000000,BUILDINGS,2021-2022 Actual,2021-01-01,Grade School,2039.1
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,231.0,WRKRS COMP,100,GENERAL FUND,1002542125000000,BUILDINGS,2022-2023 Budget,2022-01-01,Grade School,539.06
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,231.0,WRKRS COMP,100,GENERAL FUND,1002542125000000,BUILDINGS,2023-2024 Proposed,2023-01-01,Grade School,965.08
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,233.0,PFMLI,100,GENERAL FUND,1002542125000000,BUILDINGS,2020-2021 Actual,2020-01-01,Grade School,0.0
125.0,1002542125000000 - BUILDINGS,100-2542-125-000,233.0,PFMLI,100,GENERAL FUND,1002542125000000,BUILDINGS,2021-2022 Actual,2021-01-01,Grade School,0.0
